EstadoCivil,Curso,QualificacaoAnterior,QualificacaoAnteriorGrau,Nacionalidade,NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Genero,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,Target,ProbabilidadeEvasao,PredicaoEvasao,ClassePredita
Solteiro,Design de Comunicação,Ensino Secundário,117.0,Português,131.0,0,1,0,Masculino,0,0,0,6,6,1,14.0,0,0,6,7,0,0.0,7,9.4,-0.8,-3.12,Desistente,0.9928867227644559,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,141.0,Português,125.0,0,0,1,Masculino,0,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Desistente,0.9471274619470879,1,Desistente
Solteiro,Higiene Oral,Ensino Secundário,133.1,Português,106.0,0,0,1,Masculino,0,0,0,7,8,7,12375.0,0,0,7,11,5,1.25833333333333e+16,0,8.9,1.4,3.51,Graduado,0.24777637618938592,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,133.1,Português,128.0,0,0,0,Masculino,0,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9989834911439592,1,Desistente
Solteiro,Agronomia,Ensino Superior - Licenciatura,120.0,Português,120.0,0,0,1,Masculino,0,0,14,18,21,18,1.14210526315789e+16,0,10,13,16,13,1.1076923076923e+16,1,15.5,2.8,-4.06,Graduado,0.11910999854217381,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,148.0,Português,134.8,0,0,1,Masculino,0,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduado,0.14968963252078865,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,130.0,Português,112.0,0,0,1,Masculino,1,0,0,6,6,6,15.0,0,0,6,6,2,16.0,0,15.5,2.8,-4.06,Graduado,0.5744526161073741,1,Desistente
Solteiro,Equincultura,Ensino Secundário,120.0,Português,116.1,0,0,1,Masculino,0,0,0,5,9,2,10.5,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9730258971361118,1,Desistente
Solteiro,Equincultura,Ensino Secundário,120.0,Português,120.0,0,0,0,Masculino,0,0,0,6,0,0,0.0,0,0,4,6,0,0.0,2,10.8,1.4,1.74,Desistente,0.9970612390393264,1,Desistente
Solteiro,Gestão,Ensino Secundário,133.0,Português,119.7,0,0,1,Masculino,0,0,0,5,8,5,13.25,0,0,5,6,5,1.18333333333333e+16,0,13.9,-0.3,0.79,Graduado,0.1464411985250525,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,129.0,Português,117.1,0,0,1,Masculino,0,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,0.9403979432466771,1,Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,118.0,Português,112.4,0,0,1,Masculino,0,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Matriculado,0.27082104037814225,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,140.0,Português,131.0,0,0,1,Feminino,1,0,0,8,8,8,1388125.0,0,0,8,8,8,1388125.0,0,9.4,-0.8,-3.12,Graduado,0.02566796646093657,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,127.0,Português,130.9,0,0,1,Feminino,0,0,0,6,8,6,1.13333333333333e+16,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduado,0.20660748140685348,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,131.0,Português,134.9,0,1,1,Feminino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Desistente,0.6702578947657903,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,132.0,Português,127.1,0,0,1,Feminino,0,0,0,6,7,6,1.28571428571428e+16,0,0,6,7,6,1.36666666666666e+16,0,13.9,-0.3,0.79,Graduado,0.053536351081064006,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,113.0,Português,110.2,0,1,1,Feminino,0,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduado,0.26170207577896004,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,115.0,Português,108.7,0,0,1,Feminino,1,0,0,6,9,5,11.4,0,0,6,6,6,1.13333333333333e+16,0,12.4,0.5,1.79,Graduado,0.10198176267069657,0,Não Desistente
Solteiro,Equincultura,Ensino Secundário,133.1,Português,138.0,0,0,1,Feminino,0,0,0,6,11,6,1.33333333333333e+16,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Matriculado,0.214002511412203,0,Não Desistente
Solteiro,Design de Comunicação,Curso de Especialização Tecnológica,150.0,Português,147.7,0,1,1,Feminino,1,0,2,7,7,7,1.35714285714285e+16,0,5,9,9,9,1377777777777770.0,0,12.4,0.5,1.79,Graduado,0.08094739523631135,0,Não Desistente
Casado,Higiene Oral,Ensino Básico (3º Ciclo),133.1,Português,123.0,0,0,1,Feminino,0,0,0,7,13,6,1.18333333333333e+16,0,0,7,8,7,1.22285714285714e+16,0,12.4,0.5,1.79,Graduado,0.20581528978715158,0,Não Desistente
Solteiro,Ensino Básico,Ensino Secundário,141.0,Português,142.8,0,0,1,Feminino,1,0,0,7,7,7,1.44285714285714e+16,0,0,7,7,7,1.41428571428571e+16,0,16.2,0.3,-0.92,Graduado,0.1252104593167475,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,140.0,Português,138.3,0,0,1,Feminino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Matriculado,0.4650702776071833,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,136.0,Português,125.2,0,0,1,Feminino,1,0,0,6,8,6,1.22857142857142e+16,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduado,0.11671886511909772,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,140.0,Português,141.8,0,0,1,Feminino,0,0,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,Graduado,0.0830877493728993,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,143.0,Português,130.6,0,0,1,Feminino,1,0,0,7,8,7,13.15,0,0,8,9,8,1506875.0,0,13.9,-0.3,0.79,Graduado,0.03774061767796627,0,Não Desistente
Solteiro,Gestão,Curso de Especialização Tecnológica,130.0,Cabo-verdiano,130.0,0,1,0,Masculino,0,1,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Desistente,0.9849840985161429,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,133.1,Brasileiro,100.0,0,1,1,Masculino,0,1,0,5,5,0,0.0,0,0,6,8,0,0.0,0,11.1,0.6,2.02,Desistente,0.9800520473938271,1,Desistente
Solteiro,Enfermagem,Ensino Secundário,129.0,Português,119.0,0,0,1,Feminino,1,0,0,8,8,7,1.23428571428571e+16,0,0,8,8,7,1.23428571428571e+16,0,10.8,1.4,1.74,Graduado,0.05362516902576997,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,132.0,Português,124.3,0,0,1,Feminino,0,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Matriculado,0.2907301922060221,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,118.0,Português,122.2,0,0,1,Feminino,0,0,0,6,10,4,10.5,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Desistente,0.8093979532271395,1,Desistente
Solteiro,Gestão,Ensino Secundário,150.0,Português,150.0,0,0,1,Masculino,0,0,0,5,5,5,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,Graduado,0.13895290262751395,0,Não Desistente
Solteiro,Serviço Social (prestação nocturna),Ensino Básico (3º Ciclo),133.1,Português,135.5,0,0,1,Feminino,0,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Desistente,0.9700773193718447,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,122.0,Português,127.3,0,0,1,Feminino,1,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Graduado,0.05046211666118357,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,127.0,Cabo-verdiano,127.0,0,0,1,Masculino,0,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,Graduado,0.09485912197659352,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,122.0,Português,126.9,0,0,1,Feminino,1,0,0,6,11,4,11.0,0,0,6,11,3,1.16666666666666e+16,0,9.4,-0.8,-3.12,Matriculado,0.4989782386136929,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,131.0,Português,127.5,0,0,1,Feminino,0,0,0,7,7,7,1.34571428571428e+16,0,0,8,8,8,145125.0,0,13.9,-0.3,0.79,Graduado,0.06222455931294586,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,130.0,Português,122.0,0,0,1,Feminino,0,0,0,5,6,5,12.6,0,0,5,8,4,1.23333333333333e+16,0,7.6,2.6,0.32,Graduado,0.13958421452273387,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,130.0,Português,115.8,0,0,0,Feminino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9956626496584748,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,130.0,Português,121.6,0,0,1,Feminino,0,0,0,6,6,6,1.36666666666666e+16,0,0,6,8,5,13.6,0,8.9,1.4,3.51,Graduado,0.16543679151620772,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,122.0,Português,116.4,0,1,1,Feminino,1,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduado,0.11324146978589084,0,Não Desistente
Solteiro,Equincultura,Ensino Secundário,114.0,Português,120.0,0,0,1,Feminino,0,0,0,6,9,6,1.25714285714285e+16,0,0,6,10,5,1.28333333333333e+16,0,11.1,0.6,2.02,Desistente,0.2668298044029734,0,Não Desistente
Solteiro,Ensino Básico,Ensino Secundário,143.0,Português,127.3,0,0,1,Feminino,0,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,10.8,1.4,1.74,Desistente,0.39045495929298235,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,127.0,Português,123.5,0,0,1,Feminino,1,0,0,5,5,5,11.6,0,0,5,11,3,1.26666666666666e+16,0,9.4,-0.8,-3.12,Matriculado,0.19057667878703893,0,Não Desistente
Solteiro,Serviço Social,Ensino Secundário,141.0,Português,125.6,0,0,1,Feminino,1,0,0,6,8,6,1.13333333333333e+16,0,0,6,6,6,1.18333333333333e+16,0,8.9,1.4,3.51,Graduado,0.02459428399366376,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,129.0,Português,118.5,0,0,1,Feminino,0,0,0,6,6,6,1.06666666666666e+16,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduado,0.1057607143485429,0,Não Desistente
Solteiro,Equincultura,Ensino Secundário,140.0,Português,129.5,0,0,1,Feminino,0,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Matriculado,0.2870260772387334,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,137.0,Português,134.6,0,0,1,Feminino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduado,0.3245777419684808,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,140.0,Português,140.0,0,0,1,Feminino,0,0,2,6,9,6,1.33333333333333e+16,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,Graduado,0.3246128859320274,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,143.0,Português,133.2,0,0,1,Feminino,0,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Matriculado,0.6569127104357045,1,Desistente
Viúvo,Serviço Social,Ensino Secundário,138.0,Português,133.5,0,0,1,Feminino,1,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Matriculado,0.12693936364862426,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,120.0,Português,117.9,0,0,1,Feminino,1,0,0,6,6,5,13.0,0,0,6,7,6,1.28333333333333e+16,0,8.9,1.4,3.51,Graduado,0.09629294167818447,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,144.0,Português,128.0,0,0,1,Feminino,1,0,0,8,11,7,1290857142857140.0,0,0,8,11,7,1290857142857140.0,0,10.8,1.4,1.74,Graduado,0.05136111433209458,0,Não Desistente
Solteiro,Ensino Básico,Ensino Secundário,123.0,Português,113.2,0,0,1,Feminino,0,0,0,6,12,4,12.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Desistente,0.9089088556159681,1,Desistente
Solteiro,Turismo,Ensino Secundário,129.0,Português,122.0,0,0,1,Feminino,1,0,0,6,9,6,1.08333333333333e+16,0,0,6,8,5,11.0,0,7.6,2.6,0.32,Matriculado,0.11383260119248081,0,Não Desistente
Solteiro,Design de Comunicação,Ensino Secundário,152.0,Português,156.9,0,0,1,Feminino,0,0,0,6,6,6,1.53333333333333e+16,0,0,6,9,6,1.58333333333333e+16,0,12.7,3.7,-1.7,Graduado,0.0707263673079185,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,125.1,0,0,1,Feminino,1,0,0,7,9,6,1.28166666666666e+16,0,0,8,11,6,12875.0,0,11.1,0.6,2.02,Matriculado,0.11421027284115041,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,133.1,Brasileiro,100.0,0,1,0,Masculino,0,1,6,7,7,6,13.0,0,2,6,6,2,14.0,0,11.1,0.6,2.02,Desistente,0.9895881464250279,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,160.0,Turco,160.0,0,1,1,Feminino,0,1,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,Matriculado,0.5425628582837982,1,Desistente
Casado,Serviço Social (prestação nocturna),Ensino Secundário,140.0,Português,101.0,0,0,1,Feminino,0,0,0,6,7,6,12.5,0,0,6,6,6,1.21666666666666e+16,0,15.5,2.8,-4.06,Graduado,0.10107978579584802,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,133.0,Português,121.5,0,0,1,Feminino,1,0,0,6,7,6,13.0,0,0,6,6,6,1.43333333333333e+16,0,12.4,0.5,1.79,Graduado,0.07042219543264228,0,Não Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,138.0,Português,126.8,0,0,1,Masculino,0,0,0,5,6,4,11.75,0,0,5,10,5,1.25714285714285e+16,1,10.8,1.4,1.74,Graduado,0.12210781850499605,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,142.0,Português,132.9,0,0,1,Masculino,0,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,Graduado,0.3538439499371533,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,115.0,Português,134.3,0,0,1,Masculino,0,0,16,17,19,17,1161111111111110.0,0,14,17,22,17,1.20555555555555e+16,0,12.4,0.5,1.79,Graduado,0.06316398545610383,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,125.0,Português,120.5,0,0,1,Masculino,0,0,0,6,6,6,14.0,0,0,6,6,6,1.46666666666666e+16,0,11.1,0.6,2.02,Graduado,0.15956952520078294,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,170.0,Português,144.1,0,1,0,Masculino,0,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9977100854858068,1,Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,140.0,Português,100.0,0,0,1,Masculino,0,0,0,5,5,5,13.8,0,0,5,6,5,1.38333333333333e+16,0,9.4,-0.8,-3.12,Graduado,0.20806643618854123,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,110.0,Português,114.8,0,0,0,Masculino,0,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente,0.9970375394196113,1,Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,114.0,Português,111.9,0,0,0,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9134961707024413,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,138.0,Português,125.4,0,0,1,Masculino,1,0,0,5,9,4,12.25,0,0,5,9,3,1.23333333333333e+16,0,8.9,1.4,3.51,Desistente,0.2852423139926929,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,0,6,12,3,11.5,0,0,6,12,3,1.36666666666666e+16,0,12.4,0.5,1.79,Desistente,0.39689677375467425,0,Não Desistente
Solteiro,Design de Comunicação,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,2,7,9,6,1.25714285714285e+16,0,5,9,9,9,1.25555555555555e+16,0,16.2,0.3,-0.92,Graduado,0.14828504143226318,0,Não Desistente
Solteiro,Equincultura,Ensino Secundário,132.0,Português,127.8,0,0,1,Masculino,0,0,0,6,9,6,12.0,0,0,6,10,5,1.21666666666666e+16,0,11.1,0.6,2.02,Desistente,0.34162699909920163,0,Não Desistente
Solteiro,Agronomia,Ensino Secundário,148.0,Português,131.6,0,0,1,Masculino,0,0,8,12,17,11,12.0,2,4,12,21,12,1.23076923076923e+16,0,15.5,2.8,-4.06,Graduado,0.05713062312800738,0,Não Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,132.0,Português,119.4,0,0,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Desistente,0.527884897311448,1,Desistente
Solteiro,Serviço Social,Ensino Secundário,126.0,Português,129.9,0,0,1,Masculino,1,0,1,7,9,6,12.0,0,2,6,6,6,1.11666666666666e+16,0,10.8,1.4,1.74,Graduado,0.062206440864760716,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,121.0,Português,114.0,0,0,1,Masculino,0,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Matriculado,0.20856387053659944,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,120.0,Português,113.4,0,0,1,Masculino,1,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Desistente,0.9184155315807548,1,Desistente
Solteiro,Gestão,Ensino Secundário,123.0,Português,117.8,0,0,1,Masculino,0,0,0,5,9,5,12.0,0,0,5,9,4,13.0,0,8.9,1.4,3.51,Matriculado,0.20156027363242404,0,Não Desistente
Solteiro,Enfermagem,Ensino Secundário,122.0,Português,114.3,0,0,1,Masculino,0,0,0,7,8,6,1.39766666666666e+16,0,0,8,12,6,1.20416666666666e+16,1,11.1,0.6,2.02,Matriculado,0.19279758912700334,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,136.0,Português,129.7,0,0,1,Masculino,0,0,0,6,10,4,12.5,0,0,6,12,1,10.0,3,16.2,0.3,-0.92,Matriculado,0.8577199236287423,1,Desistente
Solteiro,Gestão,Ensino Secundário,119.0,Português,112.0,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9947060012274169,1,Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,120.0,Português,140.0,0,0,1,Masculino,0,0,0,6,15,4,10.5,0,0,6,16,4,12.5,0,15.5,2.8,-4.06,Desistente,0.5182348507251969,1,Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,150.0,Português,150.0,0,0,1,Masculino,0,0,0,6,8,5,1.28571428571428e+16,0,0,6,11,6,12.3,0,16.2,0.3,-0.92,Graduado,0.0739085384648653,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,121.0,Português,122.4,0,0,1,Masculino,0,0,0,5,7,3,1.16666666666666e+16,0,0,5,5,4,12.0,0,9.4,-0.8,-3.12,Matriculado,0.4532630770420247,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,140.0,Português,150.0,0,0,1,Masculino,0,0,0,5,7,2,13.0,0,0,5,11,1,10.0,0,8.9,1.4,3.51,Desistente,0.8202163126045711,1,Desistente
Solteiro,Turismo,Ensino Secundário,135.0,Português,135.0,0,0,1,Masculino,0,0,0,6,8,6,1.18333333333333e+16,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Matriculado,0.22678906334560175,0,Não Desistente
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,116.0,Português,116.2,0,0,1,Masculino,0,0,9,11,11,11,1.24545454545454e+16,0,3,11,17,8,12.75,0,9.4,-0.8,-3.12,Graduado,0.2848776342188486,0,Não Desistente
Solteiro,Engenharia Informática,Ensino Secundário,120.0,Português,120.4,0,0,1,Masculino,0,0,0,5,6,3,11.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Desistente,0.9057490306024968,1,Desistente
Casado,Engenharia Informática,Ensino Secundário,126.0,Português,122.9,0,0,1,Masculino,0,0,0,5,10,4,13.2,0,0,5,7,4,14.25,2,7.6,2.6,0.32,Matriculado,0.24727044073654575,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,170.0,Português,155.0,0,0,1,Masculino,1,0,0,6,6,6,15.5,0,0,6,6,6,1.41666666666666e+16,0,11.1,0.6,2.02,Graduado,0.11776853977967362,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,123.0,Português,123.4,0,0,1,Masculino,0,0,0,6,8,6,1.23333333333333e+16,0,0,6,6,6,1.36666666666666e+16,0,11.1,0.6,2.02,Graduado,0.1561162035646214,0,Não Desistente
Solteiro,Gestão,Ensino Secundário,120.0,Português,124.2,0,0,1,Masculino,0,0,0,5,13,5,12.0,0,0,5,9,4,11.4,0,13.9,-0.3,0.79,Matriculado,0.2547724940397292,0,Não Desistente
Solteiro,Agronomia,Curso de Especialização Tecnológica,130.0,Português,130.0,0,0,1,Masculino,0,0,0,6,12,4,11.6,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Matriculado,0.1586890111926575,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,130.0,Português,126.2,0,0,1,Masculino,1,0,0,6,7,6,1.13333333333333e+16,0,0,6,8,6,1.22857142857142e+16,0,16.2,0.3,-0.92,Graduado,0.1507917311867963,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,117.0,Português,120.5,0,0,1,Masculino,0,0,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,0.9835434721176676,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,131.0,Português,123.7,0,0,1,Masculino,0,0,0,5,7,4,12.0,0,0,5,8,2,12.5,0,10.8,1.4,1.74,Matriculado,0.6316109025592331,1,Desistente
Solteiro,Equincultura,Ensino Secundário,130.0,Português,122.5,0,0,1,Masculino,0,0,0,5,11,4,12.0,1,0,5,9,5,12.6,0,9.4,-0.8,-3.12,Graduado,0.3238165735312293,0,Não Desistente
Solteiro,Gestão (presencial noturno),Ensino Secundário,133.0,Português,139.2,0,1,1,Masculino,0,0,0,5,11,2,12.5,0,0,5,9,2,11.5,1,12.7,3.7,-1.7,Desistente,0.8830110085686425,1,Desistente
Solteiro,Design de Animação e Multimédia,Ensino Secundário,128.0,Português,131.2,0,0,1,Masculino,0,0,6,12,12,12,1.36666666666666e+16,0,4,11,16,11,13.0,0,8.9,1.4,3.51,Graduado,0.02132100341649417,0,Não Desistente
Casado,Agronomia,Ensino Secundário,133.1,Português,120.0,0,1,0,Masculino,0,0,0,6,17,2,14.5,2,0,6,13,0,0.0,1,15.5,2.8,-4.06,Desistente,0.9950249418837135,1,Desistente
Solteiro,Enfermagem Veterinária,Ensino Secundário,123.0,Português,116.7,0,0,1,Masculino,1,0,0,6,10,4,13.2,0,0,6,8,0,0.0,0,12.4,0.5,1.79,Desistente,0.8518639971160464,1,Desistente
Solteiro,Enfermagem Veterinária,Curso Técnico Superior Profissional,150.0,Português,150.0,0,0,1,Masculino,1,0,1,7,11,5,1.21666666666666e+16,0,4,8,14,5,14.8,0,8.9,1.4,3.51,Desistente,0.2424641472561089,0,Não Desistente
Divorciado,Jornalismo e Comunicação,Ensino Básico (3º Ciclo),133.1,Português,117.5,0,0,1,Feminino,0,0,0,6,10,4,11.25,0,0,6,6,6,1.13333333333333e+16,0,10.8,1.4,1.74,Graduado,0.2732598172937593,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,140.0,Português,137.6,0,0,1,Masculino,1,0,0,6,8,6,1.51666666666666e+16,0,0,6,7,6,1.44285714285714e+16,0,8.9,1.4,3.51,Graduado,0.0750226624799861,0,Não Desistente
Solteiro,Turismo,Ensino Secundário,126.0,Português,124.3,0,0,1,Feminino,1,0,0,6,8,6,1.11666666666666e+16,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,Graduado,0.3015524722840469,0,Não Desistente
Solteiro,Enfermagem,Ensino Básico (3º Ciclo),133.1,Português,116.0,0,0,1,Feminino,1,0,0,7,8,6,1.09833333333333e+16,0,0,7,8,6,1.09833333333333e+16,0,7.6,2.6,0.32,Graduado,0.10890001480337931,0,Não Desistente
Solteiro,Serviço Social,Ensino Secundário,121.0,Português,121.4,0,0,1,Feminino,1,0,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Graduado,0.10947917481323745,0,Não Desistente
Solteiro,Enfermagem Veterinária,Curso Técnico Superior Profissional,140.0,Português,142.8,0,0,0,Feminino,1,0,7,12,15,11,1.33846153846153e+16,0,4,9,13,7,1.42857142857142e+16,0,8.9,1.4,3.51,Graduado,0.33976532077636684,0,Não Desistente
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,133.1,Português,96.0,0,0,1,Feminino,1,0,0,6,8,6,1.12857142857142e+16,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Matriculado,0.14739221261749436,0,Não Desistente
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,131.0,Português,125.0,0,0,1,Masculino,0,0,0,6,13,0,0.0,3,0,6,6,0,0.0,0,16.2,0.3,-0.92,Desistente,0.9618822223384915,1,Desistente
Solteiro,Engenharia Informática,Ensino Secundário,124.0,Português,126.1,0,0,1,Masculino,0,0,0,5,7,4,13.0,0,0,5,9,5,1.48333333333333e+16,3,7.6,2.6,0.32,Graduado,0.09023677674256464,0,Não Desistente
Casado,Agronomia,Ensino Secundário,120.0,Português,155.8,0,0,1,Masculino,0,0,0,6,9,6,1611111111111110.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduado,0.11729058190337623,0,Não Desistente
Solteiro,Jornalismo e Comunicação,Ensino Secundário,133.1,Português,116.0,0,0,1,Masculino,0,0,0,6,8,6,11.5,0,0,6,8,6,11.0,0,16.2,0.3,-0.92,Graduado,0.23871430321918574,0,Não Desistente
